node1,node2
Fusiform R.4,Occipital Sup L.8
Fusiform R.4,Calcarine L.5
Fusiform R.4,Calcarine R.1
Fusiform R.4,Occipital Mid R.2
Fusiform R.4,Lingual R.1
Fusiform R.4,Fusiform R.5
Fusiform R.4,Lingual R.3
Fusiform R.4,Calcarine R.2
Fusiform R.4,Lingual R.6
Fusiform R.4,Calcarine R.5
Fusiform R.4,Fusiform R.9
Fusiform R.4,Occipital Sup R.5
Fusiform R.4,Occipital Sup R.7
Fusiform R.4,Calcarine R.6
Fusiform R.5,Fusiform R.3
Fusiform R.5,Lingual R.1
Fusiform R.5,Temporal Mid R.3
Fusiform R.5,Lingual R.3
Fusiform R.5,Temporal Inf R.7
Fusiform R.5,Lingual R.6
Fusiform R.5,Temporal Mid R.6
Fusiform R.5,Fusiform R.7
Fusiform R.5,Calcarine R.5
Fusiform R.5,Fusiform R.9
Fusiform R.5,Temporal Inf R.10
Lingual R.3,Calcarine L.1
Lingual R.3,Thalamus L.1
Lingual R.3,Calcarine L.5
Lingual R.3,Calcarine R.1
Lingual R.3,Lingual R.1
Lingual R.3,Thalamus R.1
Lingual R.3,Lingual R.6
Lingual R.3,Calcarine R.4
Lingual R.3,Calcarine R.5
Lingual R.3,Fusiform R.9
Lingual R.3,Calcarine R.6
Calcarine R.5,Calcarine L.1
Calcarine R.5,Thalamus L.1
Calcarine R.5,Calcarine L.4
Calcarine R.5,Calcarine L.5
Calcarine R.5,Calcarine R.1
Calcarine R.5,Lingual R.1
Calcarine R.5,Thalamus R.1
Calcarine R.5,Lingual R.6
Calcarine R.5,Calcarine R.4
Calcarine R.5,Calcarine R.6
Cingulum Ant L.1,Cingulum Ant L.2
Cingulum Ant L.1,Cingulum Ant L.6
Cingulum Ant L.1,Cingulum Ant R.1
Cingulum Ant L.1,Cingulum Ant R.4
Cingulum Ant L.2,Cingulum Ant R.2
Cingulum Ant L.6,Frontal Sup Medial L.1
Cingulum Ant L.6,Frontal Mid L.7
Cingulum Ant L.6,Frontal Sup L.3
Cingulum Ant L.6,Frontal Sup Medial L.2
Cingulum Ant L.6,Frontal Sup Medial L.4
Cingulum Ant L.6,Cingulum Ant R.1
Cingulum Ant L.6,Frontal Sup Medial R.1
Cingulum Ant L.6,Frontal Sup Medial R.2
Cingulum Ant L.6,Frontal Sup Medial R.4
Cingulum Ant L.6,Cingulum Ant R.4
Cingulum Ant R.1,Cingulum Mid R.1
Cingulum Ant R.1,Frontal Mid R.9
Cingulum Ant R.1,Cingulum Ant R.4
Cingulum Ant R.4,Frontal Sup Medial L.2
Cingulum Ant R.4,Frontal Sup Medial L.4
Cingulum Ant R.4,Frontal Mid R.9
Cingulum Ant R.4,Frontal Sup Medial R.2
Cingulum Ant R.4,Frontal Sup R.10
Cingulum Ant R.4,Frontal Sup Medial R.4
Frontal Sup Medial L.1,Frontal Sup L.3
Frontal Sup Medial L.1,Frontal Sup L.4
Frontal Sup Medial L.1,Frontal Sup Medial L.2
Frontal Sup Medial L.1,Frontal Sup Medial L.4
Frontal Sup Medial L.1,Frontal Sup Medial R.1
Frontal Sup Medial L.1,Frontal Sup R.4
Frontal Sup Medial L.1,Frontal Sup R.5
Frontal Sup Medial L.1,Frontal Sup Medial R.2
Frontal Sup Medial L.1,Frontal Sup Medial R.4
Frontal Sup L.3,Frontal Mid L.5
Frontal Sup L.3,Frontal Mid L.7
Frontal Sup L.3,Frontal Sup L.4
Frontal Sup L.3,Frontal Sup Medial L.2
Frontal Sup L.3,Frontal Sup Medial L.4
Frontal Sup L.3,Frontal Sup Medial R.1
Frontal Sup L.3,Frontal Mid R.6
Frontal Sup L.3,Frontal Sup R.4
Frontal Sup L.3,Frontal Sup R.5
Frontal Sup L.4,Frontal Mid L.5
Frontal Sup L.4,Frontal Mid Orb L.1
Frontal Sup L.4,Frontal Sup Medial L.2
Frontal Sup L.4,Frontal Sup Orb L.2
Frontal Sup L.4,Frontal Mid Orb L.3
Frontal Sup L.4,Frontal Mid R.6
Frontal Sup L.4,Frontal Sup R.4
Frontal Sup L.4,Frontal Sup R.5
Frontal Sup L.4,Frontal Mid Orb R.2
Frontal Sup L.4,Frontal Med Orb R.2
Frontal Sup L.4,Frontal Sup Medial R.2
Frontal Sup Medial L.2,Frontal Mid Orb L.1
Frontal Sup Medial L.2,Frontal Med Orb L.1
Frontal Sup Medial L.2,Frontal Sup Orb L.2
Frontal Sup Medial L.2,Frontal Sup Medial L.4
Frontal Sup Medial L.2,Frontal Sup Medial R.1
Frontal Sup Medial L.2,Frontal Sup R.5
Frontal Sup Medial L.2,Frontal Med Orb R.2
Frontal Sup Medial L.2,Frontal Sup Medial R.2
Frontal Sup Medial L.2,Frontal Sup Medial R.4
Frontal Sup Medial L.4,Frontal Sup Medial R.1
Frontal Sup Medial L.4,Frontal Sup R.4
Frontal Sup Medial L.4,Frontal Sup Medial R.2
Frontal Sup Medial L.4,Frontal Sup Medial R.4
Frontal Sup Medial R.1,Frontal Sup R.4
Frontal Sup Medial R.1,Frontal Sup R.5
Frontal Sup Medial R.1,Frontal Sup Medial R.2
Frontal Sup Medial R.1,Frontal Sup Medial R.4
Frontal Sup R.4,Frontal Mid L.5
Frontal Sup R.4,Frontal Mid R.5
Frontal Sup R.4,Frontal Mid R.6
Frontal Sup R.4,Frontal Mid R.7
Frontal Sup R.4,Frontal Sup R.5
Frontal Sup R.4,Frontal Sup Medial R.2
Frontal Sup R.4,Frontal Sup R.10
Frontal Sup R.4,Frontal Mid R.16
Frontal Sup R.4,Frontal Sup Medial R.4
Frontal Sup R.5,Frontal Mid Orb L.1
Frontal Sup R.5,Frontal Mid R.5
Frontal Sup R.5,Frontal Mid R.6
Frontal Sup R.5,Frontal Mid R.7
Frontal Sup R.5,Frontal Mid Orb R.2
Frontal Sup R.5,Frontal Med Orb R.2
Frontal Sup R.5,Frontal Sup Medial R.2
Frontal Sup R.5,Frontal Sup Orb R.2
Frontal Sup R.5,Frontal Mid Orb R.4
Frontal Sup R.5,Frontal Mid R.19
Frontal Sup Medial R.2,Frontal Mid R.6
Frontal Sup Medial R.2,Frontal Mid Orb R.2
Frontal Sup Medial R.2,Frontal Med Orb R.2
Frontal Sup Medial R.2,Frontal Sup Medial R.4
Frontal Sup Medial R.4,Frontal Sup R.10
Temporal Inf L.1,Temporal Mid L.14
Temporal Inf L.1,Fusiform R.2
Temporal Mid L.14,Temporal Pole Sup L.3
Temporal Mid L.14,Temporal Inf L.5
Temporal Mid L.14,Temporal Mid L.12
Fusiform R.2,Temporal Inf R.2
Fusiform R.2,Temporal Inf R.4
Fusiform R.2,Temporal Inf R.8
Fusiform R.2,Temporal Inf R.9
Fusiform R.2,Temporal Mid R.14
Temporal Pole Sup L.2,Temporal Pole Sup L.3
Temporal Pole Sup L.2,Frontal Inf Orb L.7
Temporal Pole Sup L.3,Temporal Mid L.12
Temporal Pole Sup L.3,Temporal Sup L.8
Frontal Inf Orb L.7,Frontal Inf Tri L.2
Paracentral Lobule L.4,Precuneus L.7
Paracentral Lobule L.4,Supp Motor Area R.1
Paracentral Lobule L.4,Precentral R.5
Paracentral Lobule L.4,Postcentral R.11
Supp Motor Area R.1,Precentral L.4
Supp Motor Area R.1,Paracentral Lobule L.3
Supp Motor Area R.1,Supp Motor Area L.6
Supp Motor Area R.1,Precuneus L.7
Supp Motor Area R.1,Precentral R.2
Supp Motor Area R.1,Supp Motor Area R.2
Supp Motor Area R.1,Paracentral Lobule R.1
Supp Motor Area R.1,Precentral R.5
Supp Motor Area R.1,Postcentral R.11
Supp Motor Area R.1,Frontal Sup R.9
Supp Motor Area R.1,Precentral R.11
Supp Motor Area R.1,Precentral R.12
Postcentral R.11,Precuneus L.7
Postcentral R.11,Paracentral Lobule R.1
Postcentral R.11,Precentral R.5
Frontal Mid L.1,Frontal Mid L.3
Frontal Mid L.3,Precentral L.12
Temporal Sup L.3,Rolandic Oper L.3
Temporal Sup L.3,SupraMarginal L.2
Temporal Sup L.3,Temporal Sup L.4
Temporal Sup L.3,Temporal Sup L.5
Temporal Sup L.3,Temporal Sup L.7
Temporal Sup L.3,Temporal Sup R.10
Rolandic Oper L.3,Rolandic Oper L.2
Rolandic Oper L.3,Postcentral L.9
Rolandic Oper L.3,SupraMarginal L.2
Rolandic Oper L.3,Temporal Sup L.4
Rolandic Oper L.3,Temporal Sup L.7
SupraMarginal L.2,Rolandic Oper L.1
SupraMarginal L.2,Rolandic Oper L.2
SupraMarginal L.2,Postcentral L.7
SupraMarginal L.2,Frontal Inf Oper L.2
SupraMarginal L.2,Postcentral L.9
SupraMarginal L.2,Temporal Sup L.4
SupraMarginal L.2,Temporal Sup L.7
SupraMarginal L.2,SupraMarginal R.3
SupraMarginal L.2,Temporal Sup R.6
Temporal Sup L.4,Temporal Sup L.5
Temporal Sup L.4,Rolandic Oper L.4
Temporal Sup L.4,Temporal Sup L.7
Temporal Sup L.4,Temporal Sup L.8
Temporal Sup L.4,Temporal Sup R.4
Temporal Sup L.4,Temporal Sup R.7
Temporal Sup L.4,Temporal Sup R.10
Temporal Sup L.5,Rolandic Oper L.4
Temporal Sup L.5,Temporal Sup L.7
Temporal Sup L.5,Temporal Sup L.8
Rolandic Oper L.4,Frontal Inf Tri L.2
Rolandic Oper L.4,Frontal Inf Oper L.2
Rolandic Oper L.4,Temporal Sup L.7
Rolandic Oper L.4,Rolandic Oper R.4
Temporal Sup L.7,Postcentral L.9
Temporal Sup L.7,Temporal Sup R.6
Temporal Sup L.7,Temporal Sup R.10
Temporal Sup R.6,Temporal Sup R.2
Temporal Sup R.6,Rolandic Oper R.1
Temporal Sup R.6,Rolandic Oper R.2
Temporal Sup R.6,Temporal Sup R.4
Temporal Sup R.6,Temporal Sup R.5
Temporal Sup R.6,SupraMarginal R.3
Temporal Sup R.6,Rolandic Oper R.3
Temporal Sup R.6,Postcentral R.8
Temporal Sup R.6,Temporal Sup R.7
Temporal Sup R.6,SupraMarginal R.4
Temporal Sup R.6,Rolandic Oper R.4
Temporal Sup R.6,Temporal Sup R.9
Temporal Sup R.6,Temporal Sup R.10
Temporal Sup R.10,Temporal Sup R.2
Temporal Sup R.10,Heschl R.1
Temporal Sup R.10,Rolandic Oper R.2
Temporal Sup R.10,Insula R.2
Temporal Sup R.10,Temporal Sup R.3
Temporal Sup R.10,Temporal Sup R.4
Temporal Sup R.10,Temporal Sup R.5
Temporal Sup R.10,SupraMarginal R.3
Temporal Sup R.10,Postcentral R.8
Temporal Sup R.10,Temporal Mid R.5
Temporal Sup R.10,Temporal Sup R.7
Temporal Sup R.10,Temporal Sup R.8
Temporal Sup R.10,Rolandic Oper R.4
Temporal Sup R.10,Temporal Mid R.10
Temporal Sup R.10,Temporal Sup R.9
Frontal Inf Tri L.2,Frontal Inf Oper L.2
Frontal Inf Tri L.2,Insula L.5
Frontal Inf Tri L.2,Frontal Inf Tri L.5
Frontal Inf Oper L.2,Rolandic Oper L.1
Frontal Inf Oper L.2,Rolandic Oper L.2
Frontal Inf Oper L.2,Insula L.5
Frontal Inf Oper L.2,Frontal Inf Tri L.5
Frontal Inf Oper L.2,Rolandic Oper R.3
Insula L.5,Putamen L.3
Insula L.5,Frontal Inf Tri L.5
Frontal Inf Tri L.5,Putamen L.3
Frontal Inf Tri L.5,Frontal Inf Tri L.4
Postcentral L.1,Postcentral L.4
Postcentral L.1,Postcentral L.5
Postcentral L.1,Postcentral L.6
Postcentral L.1,Postcentral L.9
Postcentral L.1,Postcentral L.12
Postcentral L.1,Parietal Inf L.8
Postcentral L.1,Postcentral R.1
Postcentral L.1,Postcentral R.5
Postcentral L.1,Postcentral R.6
Postcentral L.4,Rolandic Oper L.1
Postcentral L.4,Postcentral L.5
Postcentral L.4,Postcentral L.6
Postcentral L.4,Postcentral L.7
Postcentral L.4,Postcentral L.9
Postcentral L.4,Postcentral R.1
Postcentral L.4,Postcentral R.4
Postcentral L.4,Postcentral R.6
Postcentral L.4,Precentral R.10
Postcentral L.5,Postcentral L.6
Postcentral L.5,Postcentral L.10
Postcentral L.5,Precentral L.4
Postcentral L.5,Precentral L.8
Postcentral L.5,Postcentral R.5
Postcentral L.5,Precentral R.2
Postcentral L.5,Postcentral R.6
Postcentral L.5,Precentral R.4
Postcentral L.5,Paracentral Lobule R.1
Postcentral L.6,Precentral L.4
Postcentral L.6,Precentral L.8
Postcentral L.6,Postcentral R.1
Postcentral L.6,Postcentral R.6
Postcentral L.9,Rolandic Oper L.1
Postcentral L.9,Rolandic Oper L.2
Postcentral L.9,Postcentral L.7
Postcentral L.9,Postcentral R.1
Postcentral L.9,Postcentral R.4
Postcentral L.9,Postcentral R.6
Postcentral L.9,Postcentral R.8
Postcentral L.9,Precentral R.10
Postcentral L.12,Parietal Inf L.4
Postcentral L.12,Postcentral L.10
Postcentral L.12,Parietal Inf L.8
Parietal Inf L.8,Parietal Inf L.4
Parietal Inf L.8,Postcentral L.7
Parietal Inf L.8,Postcentral L.10
Parietal Inf L.8,SupraMarginal R.2
Parietal Inf L.8,SupraMarginal R.6
Postcentral R.1,Postcentral R.4
Postcentral R.1,Postcentral R.5
Postcentral R.1,Postcentral R.6
Postcentral R.1,Postcentral R.8
Postcentral R.1,Precentral R.4
Postcentral R.1,Precentral R.6
Postcentral R.1,SupraMarginal R.5
Postcentral R.1,SupraMarginal R.6
Postcentral R.1,Precentral R.10
Postcentral R.5,Postcentral R.2
Postcentral R.5,SupraMarginal R.2
Postcentral R.5,Postcentral R.4
Postcentral R.5,Precentral R.2
Postcentral R.5,Postcentral R.6
Postcentral R.5,Parietal Inf R.5
Postcentral R.5,Precentral R.4
Postcentral R.5,Precentral R.6
Postcentral R.5,SupraMarginal R.5
Postcentral R.5,SupraMarginal R.6
Postcentral R.5,Precentral R.11
Postcentral R.5,Precentral R.12
Postcentral R.6,Postcentral R.4
Postcentral R.6,Postcentral R.8
Postcentral R.6,Precentral R.4
Postcentral R.6,Precentral R.6
Postcentral R.6,Precentral R.8
Postcentral R.6,Precentral R.9
Postcentral R.6,Precentral R.10
Temporal Mid L.12,Temporal Inf L.2
Temporal Mid L.12,Temporal Mid L.2
Temporal Mid L.12,Temporal Inf L.5
Temporal Mid L.12,Temporal Mid L.6
Temporal Mid L.12,Temporal Mid L.8
Temporal Mid L.12,Temporal Sup L.8
Temporal Mid L.12,Temporal Mid R.7
Temporal Mid L.12,Temporal Mid R.12
Rolandic Oper L.2,Rolandic Oper L.1
Frontal Mid L.2,Frontal Mid L.7
Frontal Mid L.7,Frontal Mid L.5
Frontal Mid L.7,Frontal Sup L.10
Frontal Mid L.7,Frontal Mid R.5
Frontal Mid L.7,Frontal Mid R.7
Occipital Sup L.1,Occipital Mid L.3
Occipital Sup L.1,Occipital Sup L.2
Occipital Sup L.1,Occipital Sup L.3
Occipital Sup L.1,Occipital Mid L.5
Occipital Sup L.1,Occipital Sup L.4
Occipital Sup L.1,Cuneus L.2
Occipital Sup L.1,Occipital Sup L.6
Occipital Sup L.1,Occipital Mid L.7
Occipital Sup L.1,Cuneus L.3
Occipital Sup L.1,Occipital Sup L.8
Occipital Sup L.1,Calcarine L.5
Occipital Sup L.1,Cuneus R.1
Occipital Sup L.1,Occipital Sup R.1
Occipital Sup L.1,Precuneus R.1
Occipital Sup L.1,Occipital Mid R.2
Occipital Sup L.1,Occipital Sup R.2
Occipital Sup L.1,Occipital Sup R.3
Occipital Sup L.1,Occipital Sup R.4
Occipital Sup L.1,Cuneus R.2
Occipital Sup L.1,Calcarine R.4
Occipital Sup L.1,Cuneus R.3
Occipital Sup L.1,Occipital Sup R.5
Occipital Sup L.1,Occipital Mid R.8
Occipital Sup L.1,Occipital Sup R.7
Occipital Mid L.3,Calcarine L.1
Occipital Mid L.3,Occipital Mid L.4
Occipital Mid L.3,Occipital Sup L.2
Occipital Mid L.3,Occipital Mid L.5
Occipital Mid L.3,Occipital Sup L.4
Occipital Mid L.3,Cuneus L.2
Occipital Mid L.3,Cuneus L.3
Occipital Mid L.3,Occipital Mid L.9
Occipital Mid L.3,Occipital Sup L.8
Occipital Mid L.3,Calcarine L.5
Occipital Mid L.3,Cuneus R.1
Occipital Mid L.3,Calcarine R.1
Occipital Mid L.3,Occipital Mid R.2
Occipital Mid L.3,Occipital Sup R.2
Occipital Mid L.3,Occipital Mid R.3
Occipital Mid L.3,Occipital Sup R.4
Occipital Mid L.3,Lingual R.6
Occipital Mid L.3,Cuneus R.2
Occipital Mid L.3,Calcarine R.4
Occipital Mid L.3,Occipital Mid R.5
Occipital Mid L.3,Occipital Sup R.5
Occipital Mid L.3,Occipital Sup R.7
Occipital Mid L.3,Calcarine R.6
Occipital Sup L.2,Occipital Sup L.3
Occipital Sup L.2,Occipital Mid L.5
Occipital Sup L.2,Occipital Sup L.4
Occipital Sup L.2,Cuneus L.2
Occipital Sup L.2,Occipital Mid L.7
Occipital Sup L.2,Cuneus L.3
Occipital Sup L.2,Occipital Mid L.9
Occipital Sup L.2,Occipital Sup L.8
Occipital Sup L.2,Cuneus R.1
Occipital Sup L.2,Occipital Mid R.2
Occipital Sup L.2,Occipital Sup R.2
Occipital Sup L.2,Occipital Sup R.3
Occipital Sup L.2,Occipital Mid R.3
Occipital Sup L.2,Occipital Sup R.4
Occipital Sup L.2,Cuneus R.2
Occipital Sup L.2,Occipital Mid R.5
Occipital Sup L.2,Occipital Sup R.5
Occipital Sup L.2,Occipital Sup R.7
Occipital Sup L.3,Parietal Sup L.2
Occipital Sup L.3,Cuneus L.2
Occipital Sup L.3,Occipital Mid L.7
Occipital Sup L.3,Parietal Sup L.9
Occipital Sup L.3,Cuneus R.1
Occipital Sup L.3,Occipital Sup R.1
Occipital Sup L.3,Occipital Sup R.2
Occipital Sup L.3,Occipital Sup R.3
Occipital Sup L.3,Cuneus R.2
Occipital Sup L.3,Occipital Mid R.5
Occipital Sup L.3,Occipital Sup R.8
Occipital Mid L.5,Occipital Sup L.4
Occipital Mid L.5,Cuneus L.2
Occipital Mid L.5,Occipital Mid L.7
Occipital Mid L.5,Cuneus L.3
Occipital Mid L.5,Occipital Mid L.9
Occipital Mid L.5,Occipital Sup L.8
Occipital Mid L.5,Occipital Mid R.2
Occipital Mid L.5,Occipital Sup R.2
Occipital Mid L.5,Occipital Mid R.3
Occipital Mid L.5,Occipital Sup R.4
Occipital Mid L.5,Occipital Mid R.5
Occipital Mid L.5,Occipital Sup R.5
Occipital Mid L.5,Occipital Sup R.7
Occipital Sup L.4,Cuneus L.2
Occipital Sup L.4,Cuneus L.3
Occipital Sup L.4,Occipital Sup L.8
Occipital Sup L.4,Cuneus R.1
Occipital Sup L.4,Occipital Mid R.2
Occipital Sup L.4,Occipital Sup R.2
Occipital Sup L.4,Occipital Sup R.3
Occipital Sup L.4,Occipital Mid R.3
Occipital Sup L.4,Occipital Sup R.4
Occipital Sup L.4,Lingual R.6
Occipital Sup L.4,Cuneus R.2
Occipital Sup L.4,Occipital Sup R.5
Occipital Sup L.4,Occipital Sup R.7
Cuneus L.2,Occipital Sup L.6
Cuneus L.2,Cuneus L.3
Cuneus L.2,Occipital Sup L.8
Cuneus L.2,Calcarine L.5
Cuneus L.2,Cuneus R.1
Cuneus L.2,Precuneus R.1
Cuneus L.2,Occipital Mid R.2
Cuneus L.2,Occipital Sup R.2
Cuneus L.2,Occipital Sup R.3
Cuneus L.2,Occipital Sup R.4
Cuneus L.2,Cuneus R.2
Cuneus L.2,Calcarine R.4
Cuneus L.2,Cuneus R.3
Cuneus L.2,Occipital Sup R.5
Cuneus L.2,Occipital Sup R.7
Cuneus L.2,Calcarine R.6
Occipital Sup L.6,Parietal Sup L.2
Occipital Sup L.6,Cuneus L.1
Occipital Sup L.6,Precuneus L.4
Occipital Sup L.6,Calcarine L.4
Occipital Sup L.6,Occipital Mid L.7
Occipital Sup L.6,Occipital Sup L.7
Occipital Sup L.6,Occipital Sup L.8
Occipital Sup L.6,Precuneus L.10
Occipital Sup L.6,Cuneus R.1
Occipital Sup L.6,Occipital Sup R.1
Occipital Sup L.6,Precuneus R.1
Occipital Sup L.6,Occipital Sup R.3
Occipital Sup L.6,Occipital Mid R.4
Occipital Sup L.6,Precuneus R.4
Occipital Sup L.6,Cuneus R.2
Occipital Sup L.6,Calcarine R.4
Occipital Sup L.6,Cuneus R.3
Occipital Sup L.6,Precuneus R.6
Occipital Sup L.6,Occipital Mid R.8
Occipital Sup L.6,Precuneus R.8
Occipital Mid L.7,Cuneus L.1
Occipital Mid L.7,Occipital Mid L.6
Occipital Mid L.7,Occipital Mid L.8
Occipital Mid L.7,Precuneus R.1
Occipital Mid L.7,Occipital Mid R.4
Occipital Mid L.7,Cuneus R.3
Occipital Mid L.7,Occipital Mid R.5
Occipital Mid L.7,Occipital Mid R.6
Occipital Mid L.7,Precuneus R.6
Occipital Mid L.7,Occipital Mid R.8
Cuneus L.3,Calcarine L.1
Cuneus L.3,Occipital Mid L.9
Cuneus L.3,Occipital Sup L.8
Cuneus L.3,Calcarine L.5
Cuneus L.3,Cuneus R.1
Cuneus L.3,Calcarine R.1
Cuneus L.3,Occipital Mid R.2
Cuneus L.3,Lingual R.1
Cuneus L.3,Occipital Sup R.2
Cuneus L.3,Occipital Mid R.3
Cuneus L.3,Occipital Sup R.4
Cuneus L.3,Lingual R.6
Cuneus L.3,Cuneus R.2
Cuneus L.3,Calcarine R.4
Cuneus L.3,Occipital Sup R.5
Cuneus L.3,Occipital Sup R.7
Cuneus L.3,Calcarine R.6
Occipital Sup L.8,Calcarine L.1
Occipital Sup L.8,Occipital Mid L.4
Occipital Sup L.8,Calcarine L.4
Occipital Sup L.8,Occipital Mid L.9
Occipital Sup L.8,Calcarine L.5
Occipital Sup L.8,Cuneus R.1
Occipital Sup L.8,Precuneus R.1
Occipital Sup L.8,Occipital Mid R.2
Occipital Sup L.8,Lingual R.1
Occipital Sup L.8,Occipital Sup R.2
Occipital Sup L.8,Occipital Mid R.3
Occipital Sup L.8,Occipital Sup R.4
Occipital Sup L.8,Lingual R.6
Occipital Sup L.8,Cuneus R.2
Occipital Sup L.8,Calcarine R.4
Occipital Sup L.8,Cuneus R.3
Occipital Sup L.8,Occipital Sup R.5
Occipital Sup L.8,Occipital Mid R.8
Occipital Sup L.8,Occipital Sup R.7
Occipital Sup L.8,Calcarine R.6
Calcarine L.5,Calcarine L.1
Calcarine L.5,Calcarine L.4
Calcarine L.5,Precuneus R.1
Calcarine L.5,Calcarine R.1
Calcarine L.5,Occipital Mid R.2
Calcarine L.5,Lingual R.1
Calcarine L.5,Lingual R.6
Calcarine L.5,Cuneus R.2
Calcarine L.5,Calcarine R.4
Calcarine L.5,Cuneus R.3
Calcarine L.5,Occipital Sup R.5
Calcarine L.5,Occipital Mid R.8
Calcarine L.5,Occipital Sup R.7
Calcarine L.5,Calcarine R.6
Cuneus R.1,Occipital Sup R.1
Cuneus R.1,Precuneus R.1
Cuneus R.1,Occipital Mid R.2
Cuneus R.1,Occipital Sup R.2
Cuneus R.1,Occipital Sup R.3
Cuneus R.1,Occipital Sup R.4
Cuneus R.1,Cuneus R.2
Cuneus R.1,Calcarine R.4
Cuneus R.1,Cuneus R.3
Cuneus R.1,Occipital Sup R.5
Cuneus R.1,Occipital Sup R.7
Cuneus R.1,Calcarine R.6
Occipital Sup R.1,Parietal Sup L.2
Occipital Sup R.1,Precuneus L.1
Occipital Sup R.1,Precuneus L.2
Occipital Sup R.1,Parietal Sup R.2
Occipital Sup R.1,Occipital Mid R.2
Occipital Sup R.1,Parietal Sup R.3
Occipital Sup R.1,Occipital Sup R.2
Occipital Sup R.1,Occipital Sup R.3
Occipital Sup R.1,Parietal Sup R.4
Occipital Sup R.1,Angular R.3
Occipital Sup R.1,Cuneus R.2
Occipital Sup R.1,Cuneus R.3
Occipital Sup R.1,Occipital Mid R.5
Occipital Sup R.1,Occipital Sup R.7
Occipital Sup R.1,Occipital Sup R.8
Precuneus R.1,Cuneus L.1
Precuneus R.1,Calcarine L.4
Precuneus R.1,Occipital Mid L.8
Precuneus R.1,Occipital Sup L.7
Precuneus R.1,Precuneus L.10
Precuneus R.1,Lingual R.1
Precuneus R.1,Precuneus R.2
Precuneus R.1,Occipital Mid R.4
Precuneus R.1,Calcarine R.4
Precuneus R.1,Cuneus R.3
Precuneus R.1,Occipital Mid R.5
Precuneus R.1,Occipital Mid R.6
Precuneus R.1,Precuneus R.6
Precuneus R.1,Occipital Mid R.8
Precuneus R.1,Occipital Sup R.7
Precuneus R.1,Temporal Mid R.13
Precuneus R.1,Calcarine R.6
Precuneus R.1,Precuneus R.8
Occipital Mid R.2,Occipital Mid L.9
Occipital Mid R.2,Temporal Mid R.3
Occipital Mid R.2,Occipital Sup R.2
Occipital Mid R.2,Occipital Mid R.3
Occipital Mid R.2,Occipital Sup R.4
Occipital Mid R.2,Lingual R.6
Occipital Mid R.2,Cuneus R.2
Occipital Mid R.2,Occipital Mid R.5
Occipital Mid R.2,Occipital Sup R.5
Occipital Mid R.2,Occipital Mid R.8
Occipital Mid R.2,Occipital Sup R.7
Occipital Mid R.2,Temporal Mid R.13
Occipital Mid R.2,Calcarine R.6
Occipital Sup R.2,Occipital Sup R.3
Occipital Sup R.2,Occipital Mid R.3
Occipital Sup R.2,Occipital Sup R.4
Occipital Sup R.2,Cuneus R.2
Occipital Sup R.2,Occipital Mid R.5
Occipital Sup R.2,Occipital Sup R.5
Occipital Sup R.2,Occipital Sup R.7
Occipital Sup R.3,Parietal Sup L.2
Occipital Sup R.3,Occipital Mid R.3
Occipital Sup R.3,Occipital Sup R.4
Occipital Sup R.3,Occipital Mid R.4
Occipital Sup R.3,Cuneus R.2
Occipital Sup R.3,Cuneus R.3
Occipital Sup R.3,Occipital Mid R.5
Occipital Sup R.3,Occipital Sup R.7
Occipital Sup R.3,Occipital Sup R.8
Occipital Sup R.4,Occipital Mid R.3
Occipital Sup R.4,Lingual R.6
Occipital Sup R.4,Cuneus R.2
Occipital Sup R.4,Occipital Sup R.5
Occipital Sup R.4,Occipital Sup R.7
Occipital Sup R.4,Calcarine R.6
Cuneus R.2,Lingual R.1
Cuneus R.2,Occipital Mid R.3
Cuneus R.2,Lingual R.6
Cuneus R.2,Calcarine R.4
Cuneus R.2,Cuneus R.3
Cuneus R.2,Occipital Sup R.5
Cuneus R.2,Occipital Sup R.7
Cuneus R.2,Calcarine R.6
Calcarine R.4,Cuneus L.1
Calcarine R.4,Calcarine L.1
Calcarine R.4,Calcarine L.4
Calcarine R.4,Precuneus L.10
Calcarine R.4,Calcarine R.1
Calcarine R.4,Lingual R.1
Calcarine R.4,Temporal Mid R.5
Calcarine R.4,Lingual R.6
Calcarine R.4,Cuneus R.3
Calcarine R.4,Occipital Sup R.5
Calcarine R.4,Precuneus R.6
Calcarine R.4,Occipital Mid R.8
Calcarine R.4,Occipital Sup R.7
Calcarine R.4,Temporal Mid R.13
Calcarine R.4,Calcarine R.6
Calcarine R.4,Precuneus R.8
Cuneus R.3,Cuneus L.1
Cuneus R.3,Calcarine L.4
Cuneus R.3,Occipital Sup L.7
Cuneus R.3,Occipital Mid R.4
Cuneus R.3,Precuneus R.4
Cuneus R.3,Occipital Mid R.5
Cuneus R.3,Precuneus R.6
Cuneus R.3,Occipital Mid R.8
Cuneus R.3,Occipital Sup R.7
Cuneus R.3,Temporal Mid R.13
Cuneus R.3,Calcarine R.6
Cuneus R.3,Precuneus R.8
Occipital Sup R.5,Calcarine L.1
Occipital Sup R.5,Occipital Mid L.9
Occipital Sup R.5,Calcarine R.1
Occipital Sup R.5,Lingual R.1
Occipital Sup R.5,Temporal Mid R.3
Occipital Sup R.5,Calcarine R.2
Occipital Sup R.5,Occipital Mid R.3
Occipital Sup R.5,Lingual R.6
Occipital Sup R.5,Occipital Sup R.7
Occipital Sup R.5,Calcarine R.6
