id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Temporal Inf R.3,21,184,118,92,405,207,2635,2051,551,1075,662,42,235,297,164,324,105,21840,4448,5263,29838,36446,1282,1740,1017,7926,2649,7237,18258,23110,5821,567,753,252,217,944,1312,1157,1131,4912,2103,5755,2415,738,544,315,1,3,1188,2161,842,94,141,1384,1068,638,14,83,352,626,866,98,26,204,340,141,0
Temporal Inf R.5,15,137,46,59,369,29,1109,799,306,703,177,48,160,157,92,425,3,9588,2059,686,13331,9900,1091,1369,62,3010,2015,1831,3876,7793,1564,147,621,100,89,436,1082,563,186,1034,696,2477,1247,93,331,239,3,5,333,1221,149,79,26,540,622,239,38,116,217,405,331,93,27,96,186,63,0
Temporal Inf R.8,16,115,56,64,260,41,890,731,221,584,238,40,165,185,96,293,10,6451,1597,734,10270,7714,698,989,112,2223,1282,1979,2403,6086,1433,125,537,56,58,319,883,531,226,628,859,2401,869,144,253,194,4,2,218,881,237,58,43,498,613,372,6,120,160,337,387,110,39,155,188,62,0
ParaHippocampal R.3,12,134,29,37,393,19,1368,616,425,546,86,14,142,61,54,457,2,11216,1800,553,15859,8719,1443,1066,31,5517,1857,1203,6761,8330,909,225,234,39,78,800,1092,298,89,2545,957,1203,1519,31,107,59,3,1,987,808,85,91,12,677,365,37,2,19,289,361,81,13,7,111,80,40,0
Temporal Inf R.9,18,118,85,68,319,140,856,1084,219,550,375,51,135,190,111,445,77,6733,2912,2490,8962,10722,996,961,570,1944,808,2898,2267,6149,2367,134,660,209,115,358,866,353,543,593,567,2736,779,260,288,286,2,8,205,920,421,70,109,441,446,323,32,134,103,307,450,89,18,103,181,108,0
Fusiform R.8,6,39,5,10,73,1,254,56,64,85,4,2,25,9,6,77,0,1406,94,15,1852,551,114,123,0,594,186,39,511,674,18,47,18,1,0,81,123,28,2,133,76,79,102,0,20,1,0,0,42,50,0,8,1,64,30,1,0,1,21,21,6,4,0,11,4,1,0
Lingual L.1,27,393,134,217,1591,140,3940,3608,2080,3604,1068,105,1398,794,923,2235,41,35220,13832,5137,28065,51277,11239,9424,765,18230,9952,15604,13901,50099,12484,1462,2306,499,763,6526,11898,3102,1373,10778,10190,23806,13687,1294,2588,696,25,4,6863,14830,2933,2241,293,10460,5530,1726,191,506,5355,8161,3929,707,83,3772,2581,2532,0
Lingual L.2,32,405,193,303,1418,255,3942,4255,1803,4358,1814,240,1731,1397,1494,1647,22,32742,13452,6949,26759,54001,8499,10061,1698,14095,10347,21553,12794,55012,17395,892,4155,1389,1186,3933,12787,5276,3320,8987,13262,31802,13314,2677,3721,2058,122,2,4961,20467,5471,2471,591,10685,9648,3652,576,1488,5656,11827,8145,1602,161,5157,5591,4632,0
Fusiform L.3,9,145,0,36,519,0,2148,0,711,624,0,0,268,0,84,580,0,20553,0,0,23191,0,2633,1186,0,10971,2459,0,12186,9393,0,680,0,0,0,1493,2278,0,0,6117,2902,0,2263,0,92,0,0,0,2446,1412,0,344,0,1803,0,0,0,0,811,772,0,0,0,368,0,126,0
Precuneus L.6,16,208,39,81,618,33,3000,1024,1117,1306,130,23,372,187,210,835,7,25118,3632,1173,28336,17689,3634,2385,83,16185,4153,2041,15976,24145,1742,837,579,62,303,2447,2558,825,133,9320,4370,4262,5103,54,722,118,2,0,4228,3289,118,154,102,3105,1272,84,37,43,1285,1495,520,87,0,522,392,327,0
Fusiform R.1,22,300,100,131,1155,127,3519,2664,1896,1928,602,59,795,415,396,1793,60,30266,10615,4310,29432,39626,9058,4703,563,21507,4011,7991,14496,39608,8027,1466,1189,323,316,7754,6184,1206,851,9754,6833,12013,7647,559,1224,359,16,0,7776,5847,1142,998,196,6875,2920,685,119,130,3629,2858,1578,304,7,1591,946,728,0
Fusiform R.4,29,431,136,270,1684,139,3874,3596,1936,4220,1062,229,1897,1131,1322,2344,4,35976,12770,4397,27910,46508,9675,10266,727,16516,12477,12727,11594,48681,13370,987,3975,952,1282,4768,15256,4110,1634,7875,12750,26887,12209,1157,3864,1638,105,9,5197,19327,2677,3052,510,11440,9947,2136,521,1233,6352,11497,5959,1764,151,5741,4724,4072,0
Fusiform R.5,31,438,213,252,1658,408,4185,5123,2070,3963,1946,233,1794,1061,1080,1989,187,36829,17255,12266,30627,68954,10270,8993,3122,18418,11558,26022,14862,54762,20149,1118,4696,1531,1645,5029,14447,5390,4132,9197,11485,29825,13143,2633,3829,2106,106,18,6000,14743,5877,2919,300,12081,9338,3119,357,964,6306,10010,5579,1505,86,5229,3468,2962,0
Lingual R.3,29,373,165,241,1310,219,4063,3951,2038,3635,1397,100,1329,1004,1034,1557,74,33067,13166,7031,27795,55732,9163,9080,1367,19250,7797,18794,14728,55151,14775,1256,2118,604,954,6222,9866,3725,2191,10804,10875,26947,13931,1838,2668,692,26,1,6689,15443,3881,1588,473,10564,5980,2524,230,529,5400,8092,5163,671,129,3608,3302,2809,0
Calcarine R.5,21,288,82,128,938,106,3745,2212,1746,1888,414,69,761,412,398,916,53,31676,7376,3759,29802,35473,5807,3661,422,22514,4455,5137,16459,37402,5271,1444,1760,351,371,5578,4793,1083,575,11590,8011,11493,7316,293,1384,341,9,1,6826,5678,609,861,277,6142,2850,418,183,216,3420,2872,1623,299,7,1531,950,758,0
Temporal Inf R.1,25,230,202,98,621,675,2910,3772,713,1010,1152,75,294,317,156,747,1007,27158,10872,19012,36140,64070,2682,1442,4068,10953,2087,11380,18532,26551,11480,601,1343,823,307,1572,1587,927,2533,4881,2077,7315,2010,1318,677,491,2,1,1472,1757,1482,136,153,1338,1153,776,44,147,437,599,872,170,22,264,299,120,0
Temporal Inf R.2,3,28,2,1,95,0,189,25,54,19,1,3,3,0,0,142,0,1585,73,0,1425,202,256,46,0,372,83,18,394,167,1,58,39,0,1,81,43,0,0,121,9,2,37,0,16,1,0,0,51,0,0,2,0,14,0,0,1,1,1,0,0,0,0,0,0,0,0
Occipital Inf L.3,31,413,218,247,1386,494,4605,5151,2012,3701,1841,213,1556,1158,1002,1414,419,39379,15855,15536,35603,81283,8215,8196,3496,18294,9328,23494,22814,58323,20266,1327,4037,1506,1640,4988,10430,5516,4331,11132,11604,28785,13498,2219,3563,1866,52,28,6576,13810,4955,2274,833,11225,8576,3161,231,938,5466,8567,5831,1277,151,4293,3503,2566,0
Occipital Inf R.5,27,367,166,185,1483,277,4072,4273,2099,2885,1272,99,1093,775,601,2219,134,35540,16811,9819,36205,65649,10802,8069,1653,20214,6368,18065,20510,54305,15950,1673,2012,534,1044,7893,8386,3372,2374,10631,7658,21377,12173,1631,2085,902,15,2,7863,8786,2824,1932,432,8731,5334,2113,65,387,4569,5106,3252,489,135,2403,1830,1172,0
Cingulum Mid L.1,7,56,10,11,150,4,1393,111,181,157,14,4,30,10,7,160,0,13925,252,53,15946,2638,545,366,3,5023,355,181,15043,4207,35,334,126,4,4,353,230,78,10,2891,683,119,485,0,82,2,0,0,372,138,7,16,0,220,31,2,2,4,37,27,5,8,1,12,6,1,0
Cingulum Mid L.4,24,553,160,116,3675,397,6250,5571,5314,3102,989,272,1751,351,287,9246,415,94250,33129,16816,48238,84035,39995,11117,2288,44282,16495,22766,31855,73777,10881,2437,8793,1774,2135,18519,25485,3090,1989,30572,10790,19800,19703,981,6250,1605,152,7,36299,6905,1882,3971,112,20090,6726,744,866,823,14585,4803,1157,1175,24,3778,574,460,0
Parietal Sup L.1,46,503,257,778,1715,249,5427,5399,1408,8580,3476,399,3929,3609,7846,2446,56,54047,17485,7437,48660,83305,6323,17681,2405,19421,17347,31052,18532,107902,39740,1113,9217,822,1132,3226,26582,11406,4215,5851,32097,66059,17044,5276,4248,5466,85,26,1908,77697,21233,4851,1458,13736,21198,8502,309,4103,7167,44698,34421,4947,426,25721,29524,55669,0
Postcentral L.5,39,743,348,393,3348,735,5903,11046,5183,6450,4586,264,5105,1499,2319,4587,535,67836,42716,28600,56725,148196,26059,15529,8148,42067,23421,59960,18620,126972,58519,2081,7105,1907,1927,18009,38674,8142,7040,12747,22638,88288,24948,12023,5178,3364,35,44,21808,29063,21569,12679,984,26870,18972,4375,284,1513,34428,26370,13171,1830,225,26265,3990,10191,0
Precentral L.1,47,402,200,881,1165,191,4074,3650,1148,9634,1955,169,2435,4517,9552,1785,18,35861,11803,4994,40296,45179,4401,19261,1163,15419,21951,18522,11902,113967,20574,651,3146,512,776,2477,17023,15684,3103,4582,16410,66782,22254,2246,3392,2124,24,26,2208,111790,6479,1616,2903,10127,18945,6289,92,1777,3025,37679,36489,2621,1108,13833,48474,70093,0
Postcentral L.10,51,714,563,712,2151,1725,4516,13851,3036,10005,8740,523,5399,4932,5428,2874,1955,41959,39413,53926,35381,170600,9391,19847,20592,16145,38806,104590,11348,119564,97703,719,9813,5755,1998,4157,31332,23126,29154,5587,16001,142167,27605,21961,6053,7623,109,74,8970,63518,47221,4667,4642,20122,43114,23133,531,4061,23177,41023,44255,5832,1030,33393,27380,28577,0
Paracentral Lobule L.3,37,704,204,462,3131,324,5403,5684,3958,7786,2225,447,5490,1718,3503,5247,186,70332,20548,10937,49172,74201,21352,18974,2505,29405,33969,32054,15305,89335,20069,1268,9823,1728,1885,8850,48802,8512,4620,9168,23283,52234,25731,1884,6861,4094,121,30,13369,48057,12043,8534,642,25610,20932,3370,973,2602,28997,36022,10995,5615,183,32764,11202,18415,0
Paracentral Lobule L.4,29,533,20,386,1827,0,6662,326,3381,4596,76,140,4861,388,3190,2429,0,58001,670,0,76257,4442,10704,9049,0,46363,6944,414,25949,57232,552,2566,2508,0,217,10191,26042,1774,0,17659,45484,2953,12727,6,2573,326,63,0,12034,32789,174,7156,0,28253,3674,81,414,628,25284,23715,1268,2448,21,32751,3653,18548,0
Postcentral L.11,53,342,358,1020,1035,646,3540,5936,968,8966,4648,159,1282,7024,11108,1962,280,30900,22412,15830,33902,68067,4272,18169,5545,11339,15058,36902,9902,113207,52395,580,3598,1162,840,2279,9203,18669,13252,3426,11264,96473,18889,6749,2530,3405,31,18,1754,112158,22480,847,6838,6019,17351,16544,77,1917,1796,24153,67282,1157,2093,3773,70705,81057,0
Paracentral Lobule L.5,39,442,60,681,1383,15,5486,1059,1734,8547,314,96,3499,1547,7263,1707,0,49196,3003,322,57462,14088,6302,17970,34,26347,15473,2941,19338,107140,2463,1385,1886,60,368,4177,22423,6524,182,8448,33273,18600,23338,119,3356,616,23,2,3676,87753,645,3994,290,18881,10074,608,98,913,9303,47630,7245,1772,315,22256,18837,53976,0
Precentral L.6,39,458,66,675,1495,31,5513,1255,1765,8525,379,137,3675,1591,7138,2008,1,51456,3753,687,55754,17546,6675,18040,101,26729,16351,3486,19219,106926,3466,1362,2568,150,411,4495,25053,6174,351,8081,32261,21186,22441,115,3815,818,32,21,3574,86429,923,4129,559,19404,10762,707,126,1142,9524,46989,8097,2537,180,23738,18460,52757,0
Precuneus L.7,49,351,253,923,790,284,4405,3730,1010,8802,2920,191,1967,5199,10021,823,28,33935,8659,6187,43613,49846,2819,14900,1939,14808,14841,23110,14268,117464,24197,622,3621,531,901,1794,10804,17056,5883,5137,22195,63606,19587,3489,3437,3094,17,33,1817,105238,13140,875,3191,9544,17213,10005,126,2108,2763,32973,45290,2334,1278,10109,53998,73635,0
Precuneus L.8,44,456,198,748,1299,196,5823,3669,1492,8029,2393,337,3618,2942,7713,1350,43,51500,9534,5305,56177,59755,5040,14452,1751,23823,12932,19477,20859,110475,24395,1187,6861,747,1217,3313,21177,10158,3320,7493,36996,41877,18101,2078,4466,4353,82,49,2361,76496,14794,3451,1042,15822,17369,5165,302,2981,8056,43960,24947,4466,250,23369,26476,55885,0
Parietal Sup R.1,47,524,292,789,1809,387,5210,6504,1524,8886,4054,410,3947,3871,7903,2708,145,52215,22142,12730,45907,95767,6787,19131,4362,19738,20087,37857,16518,107973,50084,999,9338,1452,1501,3574,26865,12750,5990,5160,28266,76315,17938,5858,4771,5940,98,37,2238,78142,25367,4487,1734,14214,23655,9931,279,4125,7356,45378,38277,4669,475,25570,30408,55818,0
Postcentral R.2,53,333,360,1018,895,655,3586,5522,944,8964,4719,153,1262,6957,11095,1528,335,29371,17365,14334,34672,65497,3605,17391,5605,11485,15093,37564,10186,114305,45580,542,3242,1095,820,2086,8556,19452,13651,3578,11575,92665,19342,6699,2531,3302,20,18,1739,112707,23766,662,6549,6116,16908,16595,80,1828,1734,24352,66154,1130,2077,3761,70373,81021,0
Postcentral R.3,52,374,352,974,1021,792,4230,6362,1114,9034,4508,187,1652,6208,10592,1364,731,37009,19917,22878,39095,94023,3876,17128,7369,15521,16178,37467,14002,120756,56409,689,3726,1473,808,2322,11034,17486,15298,5605,14117,87695,19757,4389,2888,3247,29,31,2252,109509,25580,834,5848,7341,18558,12174,93,2084,1986,28652,56914,1895,1711,7143,63165,77546,0
Postcentral R.5,54,734,760,671,2312,3594,4848,17949,3774,9079,12143,432,5505,4452,4615,2986,6884,43767,52959,110866,42927,207688,12234,18410,52973,24980,28655,143838,12075,148342,121628,1130,8240,7173,2073,8913,31459,19142,45207,6969,16843,166652,29870,35073,6709,5610,91,67,11869,48959,65733,6499,4605,23928,39072,22544,564,2985,27684,38576,40354,4722,1000,32851,19117,22761,0
Precentral R.2,50,337,258,967,839,321,3819,4044,989,9271,2773,105,1494,5875,10631,1122,59,30922,11794,7333,36988,50151,3093,17416,2138,13384,16958,24016,11786,117452,25474,559,2091,521,674,2013,9300,18076,5766,4180,13694,79070,21441,3536,2585,1652,12,8,1901,116874,9596,693,4809,7703,16469,10313,64,1474,2137,28814,50965,1156,1813,5885,63062,78243,0
Cingulum Mid R.4,11,312,22,33,2533,8,3320,928,3826,942,64,36,589,46,47,7499,0,56514,7190,399,32765,12129,34910,4153,12,35222,4097,1417,16295,19911,707,1929,1144,42,266,19576,9352,329,33,17732,3179,2446,7343,26,1030,80,9,0,31376,1155,61,1852,7,6443,847,32,40,62,6332,967,71,104,2,659,50,36,0
Postcentral R.9,57,438,566,1030,1422,1585,3388,10246,958,9226,9272,278,2250,7831,10572,2538,1581,31353,36587,41505,32603,120905,4914,20361,19587,10135,18980,79639,9230,101042,105168,548,5040,2786,1016,2063,15419,21436,32130,2683,8996,126985,16359,18577,2312,6371,35,13,1417,95041,59649,1815,7962,5297,25029,30362,112,2669,1734,29765,83275,2511,2305,12144,65182,74400,0
Precentral R.4,53,634,642,736,1841,2672,4922,13056,2331,8460,10225,611,5115,4276,6253,1994,4519,43832,33148,68864,48096,162644,8050,14777,37125,21485,22997,100919,13610,119098,90993,1081,9797,7467,2460,4668,32040,16497,36692,6472,20830,121275,20554,23926,6379,8788,69,109,4702,65053,67426,4178,4582,18198,31113,14467,903,4070,15847,36192,36700,7936,702,35334,29110,37576,0
Paracentral Lobule R.1,50,599,438,787,1884,985,4189,9397,2034,9372,6385,550,4741,5299,6931,3293,676,42239,30375,27456,36848,115113,8343,21565,10202,13894,30767,68302,10437,103057,66719,493,8684,3272,2132,2902,29146,19385,19418,4491,17289,108400,22812,11448,5204,7279,50,145,4102,75941,35702,2510,3769,13564,35633,20427,722,4445,14345,36390,47103,8203,1190,33275,39254,41111,0
Precentral R.5,30,560,22,413,2343,2,6078,491,3377,5483,62,154,4979,486,3510,3945,0,61679,1830,48,69929,6213,15062,13483,0,41856,9992,506,21777,64741,734,2366,2567,21,270,11159,34960,1766,17,14483,37005,6409,15925,6,3188,256,79,5,10968,42056,67,7896,37,27945,4670,85,500,721,24613,26766,1245,2982,49,33798,5069,20830,0
Precentral R.6,28,527,213,165,2774,594,6444,7627,4605,3388,1560,321,1286,636,486,6149,604,75428,39155,28550,51884,131121,27570,10377,4351,43216,12653,27398,36662,106530,28727,2445,8399,2728,1843,16004,14237,3617,3363,29012,10011,27441,21122,1788,6961,2604,104,27,32888,9796,3484,2509,369,12888,8013,1687,997,1112,9267,3979,2594,1051,96,1912,1242,897,0
Postcentral R.10,58,442,604,1049,1487,1917,3285,11384,1017,9180,9981,290,2025,8111,10847,2947,2081,31618,43151,53592,31734,128360,5411,20106,24835,9907,18930,83730,8852,102989,125132,547,5542,3301,931,2257,14345,20974,38670,2590,7582,130751,15322,19165,2422,7014,35,31,1550,96752,65718,1502,8771,4860,24899,31077,106,2769,1902,27795,85977,2146,2384,9479,68739,76853,0
Postcentral R.11,37,477,38,628,1785,5,5565,769,1944,8315,158,90,3954,999,6608,2670,0,55484,2806,122,58213,9758,8928,19071,6,28852,15805,1519,18954,100939,1412,1576,1883,36,228,5389,28447,3694,55,8618,33486,13449,23378,24,3277,382,40,2,4048,81294,284,6265,103,20179,7585,254,104,777,11065,48868,3794,1781,161,25789,12431,48933,0
Precentral R.7,43,423,124,779,1309,90,4894,2374,1434,9084,965,160,2994,2884,8402,1913,6,43440,8279,2313,49615,30658,5646,18356,409,20381,17227,8721,16034,112984,10762,1069,3331,305,627,3114,20688,10622,1279,6664,26311,41389,22855,693,3764,1487,28,21,2747,99184,2889,2703,1479,14798,15710,2377,126,1488,6024,43389,19031,2736,513,18145,32388,62346,0
Frontal Sup R.9,38,577,143,560,2241,148,5340,2896,2534,7383,1357,350,5185,1990,4941,3233,36,58101,8303,3307,55899,36211,12177,16097,770,26598,20505,13939,18066,88987,9058,1474,5407,859,1115,5837,39174,9737,2658,9243,29899,32236,19938,731,5023,2488,109,19,6352,58427,6856,7603,838,21330,18907,2297,689,2177,18778,35154,12553,5752,287,36530,16815,29974,0
Postcentral R.12,51,334,297,978,807,426,3935,4485,953,8891,3552,161,1501,6171,10676,1038,96,31140,12248,9460,38889,56423,2922,15946,3188,12907,14901,28322,12281,116432,32873,571,3333,800,690,1908,9057,18226,8617,4200,16224,78363,19590,4474,2880,2870,16,20,1802,111167,15753,687,5071,7463,16800,13111,104,1941,1961,27437,55509,1671,1786,6093,63997,78298,0
Postcentral R.13,42,494,155,706,1630,60,5673,3040,1583,8132,1687,318,4223,2646,7087,2084,3,56202,8018,1311,52585,46250,6522,16163,266,23095,16729,13729,19374,104537,16337,1186,6811,350,1181,3757,28703,9099,1183,6983,35842,40592,17158,1903,4278,3442,77,29,2404,75310,8516,4973,613,17085,18500,4246,297,2731,9439,43273,21243,4876,292,28940,24013,49652,0
Cingulum Ant L.2,3,12,3,0,7,1,80,22,15,0,0,1,0,0,0,0,0,238,12,10,1611,195,4,0,0,190,0,0,219,28,0,4,3,1,0,12,0,0,0,35,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cingulum Mid R.1,4,37,1,5,106,0,974,8,130,65,0,3,16,2,2,147,0,10915,1,0,10902,268,500,153,0,3647,75,0,10245,1776,0,295,77,0,0,277,143,13,0,2325,332,10,227,0,19,0,0,0,293,33,0,5,0,84,6,0,3,2,24,9,0,4,0,3,1,0,0
Parietal Inf L.3,32,571,268,228,2422,879,6319,9028,5246,4825,2087,271,1653,1229,765,3272,1412,66932,35068,41462,54923,140672,18913,15124,6019,45205,18118,35761,34593,140765,34076,1722,6461,2716,1762,22360,14810,8302,6460,20971,11170,46185,31196,2412,6940,2466,22,38,38082,16650,4405,2760,1345,16611,12241,3326,409,1129,13053,7424,6050,1088,170,3151,2857,1504,0
Cingulum Mid L.3,6,96,11,4,369,6,1969,286,939,90,13,7,45,0,1,428,0,21504,1011,186,18101,6213,2982,167,9,16181,477,267,13593,4014,105,1011,188,13,43,2841,495,0,0,11966,750,131,510,3,207,7,1,0,6524,25,3,36,0,703,0,0,3,4,327,18,0,0,0,9,0,0,0
Parietal Inf L.8,28,474,174,204,2118,305,6186,5552,4214,4472,1339,179,1208,931,701,3560,167,67947,22953,14109,51762,92249,17881,15321,1887,38352,16190,24376,40765,110507,19916,1630,4817,1034,1155,17206,12567,6697,2465,22946,10533,31288,29982,1826,5100,1618,9,14,31011,16402,2818,1621,718,14005,7729,2266,303,874,7705,6664,4481,691,139,2005,2303,1405,0
Precuneus R.3,17,358,86,50,1905,165,6112,3091,2787,1197,347,169,551,101,67,4633,127,77658,14757,7691,56512,69006,13601,3744,652,41948,6102,7125,43277,38531,5330,2884,5610,981,1314,10357,6804,769,473,27231,7174,5894,6700,253,3743,512,36,34,15174,1549,367,945,25,6288,1348,147,471,347,3374,907,201,300,2,545,81,52,0
Precentral L.5,23,431,145,108,2744,311,6137,5111,2545,2297,902,147,890,308,250,8367,231,88284,30524,15537,56785,103846,22928,8425,1872,35501,10320,17211,44283,63460,15155,2165,5086,853,1414,9643,12953,1922,1484,22140,8927,15087,11861,974,2662,1008,34,7,12188,5254,1666,2258,68,7001,3283,714,110,435,3126,2367,1006,442,22,1392,472,346,0
Frontal Mid L.2,6,62,8,7,217,2,596,149,132,99,9,8,23,8,1,356,0,5967,480,43,7152,2009,659,249,0,1855,294,109,1474,1246,77,141,168,6,41,259,241,39,6,383,153,148,150,1,53,16,0,0,128,13,0,9,0,82,38,4,2,3,28,5,3,6,1,1,0,0,0
Frontal Mid L.5,11,113,36,19,409,43,1176,710,280,262,81,29,50,33,8,733,17,13225,2417,1177,13865,10205,1485,643,91,4552,762,1032,3554,4515,803,211,631,126,102,661,519,144,88,1020,322,718,503,29,277,88,2,0,378,128,21,32,6,224,109,39,20,21,49,38,33,16,2,10,3,1,0
Frontal Mid L.7,11,83,33,22,236,27,805,468,148,254,90,17,37,36,12,300,4,6935,1226,502,9606,5981,615,606,60,2087,501,978,2073,3206,622,140,305,47,79,293,299,161,73,420,257,584,388,51,130,71,0,0,142,156,40,15,7,142,72,46,5,16,23,50,38,9,4,6,5,2,0
Frontal Mid R.16,9,69,21,15,177,13,643,304,112,180,45,8,26,18,8,236,0,5046,704,257,6857,3704,381,361,23,1595,440,498,1631,2171,320,88,163,13,49,190,235,93,32,339,133,281,235,16,73,34,0,0,81,113,17,9,0,108,56,15,3,3,16,27,15,5,1,3,6,1,0
Parietal Sup R.7,44,727,351,595,2804,829,5988,10801,3436,8508,4552,415,5561,3151,4712,4368,760,63365,40048,35920,52996,175012,15242,21626,8826,31799,33076,55622,18308,120258,69214,1179,8735,2654,1537,8240,35920,12190,11581,9325,27461,102239,24268,6299,5643,4262,119,35,8907,55229,25402,8281,1716,21403,30736,9537,743,3006,24162,36003,25342,5817,738,36132,19876,25674,0
Temporal Inf R.10,23,574,173,80,3442,484,6629,8246,5944,1650,1023,116,1250,135,129,6459,449,96723,47970,31212,59655,175806,37236,4957,3311,62974,8311,20087,29395,103713,24563,3476,3511,1281,657,28425,12655,712,1239,27846,8278,20087,7790,1446,2727,483,43,3,42508,2087,1567,3789,23,10638,1651,303,292,194,12508,1698,269,322,0,1788,124,124,0
Postcentral L.12,22,497,88,143,2900,100,5606,3690,4840,3681,488,157,1376,484,468,6542,23,79642,17988,5668,48235,59679,26891,15043,435,43185,17550,9486,30579,80976,9208,2015,4745,459,933,22052,17986,2804,666,20800,9485,20181,24740,398,4207,1067,46,1,35757,12090,759,3081,272,14467,6281,615,314,628,10314,6130,1971,691,24,2440,1223,929,0
Temporal Mid R.6,23,552,123,130,3211,267,4732,5781,4627,2711,721,153,1673,340,443,5916,251,62993,31368,17871,40212,111218,27041,7627,1397,42120,11865,13750,16656,81134,18866,1986,3813,1027,870,23137,19122,1781,1323,11812,7678,17064,9572,381,3583,622,44,12,28292,7339,1867,4673,219,12005,4480,333,334,451,8841,6139,1189,853,16,4209,856,1023,0
Parietal Sup L.2,24,371,146,130,1627,325,6487,4252,1894,2771,859,111,644,519,321,3452,311,71249,16792,13222,71019,97449,10448,9106,1573,30689,11958,16908,50809,71056,12268,2114,3215,743,853,5001,7679,3867,2085,20646,8807,15221,11493,707,2040,800,15,24,6921,7669,1319,958,350,5404,3648,1105,99,301,2027,2767,1728,365,68,787,913,467,0
Precuneus L.1,23,380,130,123,1661,273,6543,3766,2236,2856,743,104,765,425,330,3516,213,71771,13731,10564,64909,84880,9623,9581,1400,33501,14119,15307,46550,70801,8867,2215,2734,713,649,6129,9539,3547,1628,23963,10179,14267,12847,461,1978,702,4,6,11791,8259,1335,1035,180,7468,3811,778,61,273,2844,3372,1399,327,56,1122,877,528,0
Occipital Sup L.3,23,426,148,105,1601,290,6701,5583,3118,1841,983,100,874,272,226,2426,141,67896,21215,15850,72219,135847,11311,4352,1863,45899,6536,16604,36743,72152,19754,2430,2662,935,514,11129,6190,1083,1418,25022,10022,15639,8084,1413,1798,446,7,3,16694,3605,1762,884,92,7502,2202,625,162,190,4121,1777,910,387,7,1398,324,300,0
Parietal Inf L.6,29,398,215,191,1544,574,6742,5416,1996,3896,1570,117,799,943,567,2336,564,68442,20518,19895,63343,114940,7714,11166,3826,29557,16011,28014,53494,90374,19352,2197,3223,1007,1044,5399,7881,8822,3797,21623,11757,23981,17843,2206,2167,1102,16,8,9058,12913,2726,882,1219,7532,6000,2056,92,414,2420,4395,4460,429,104,1170,1808,985,0
Temporal Mid L.11,13,146,42,36,589,50,2513,951,549,547,131,22,105,50,55,1172,22,30928,4450,1785,30510,21521,3682,1226,147,10037,1878,1755,18469,13609,1626,544,696,73,105,1686,950,344,112,5174,1072,1016,1111,23,384,132,1,0,1516,952,171,45,6,534,233,60,32,14,130,314,67,18,2,70,54,51,0
Occipital Sup R.1,23,444,127,126,2160,232,7075,4565,3132,3073,766,88,977,439,334,5048,136,84377,19026,11398,68143,104463,16248,10222,1148,40005,16055,16856,46313,82680,12839,2666,2465,570,428,9019,13034,3312,1579,30015,11262,17579,14697,702,1885,601,11,3,18481,8465,1322,1735,221,10229,4624,792,61,249,4636,3812,1508,313,60,1586,849,538,0
SupraMarginal R.2,29,561,217,189,2902,692,6806,7755,4518,4685,1441,228,1406,901,620,5973,1118,84500,37335,33716,56475,139496,23253,16315,4061,41081,23186,31016,41455,116832,24094,2176,6269,2214,1691,17486,17908,7131,4334,24048,10675,34663,29366,1140,5406,1932,47,16,31066,15879,2920,2450,1064,15483,9750,1738,349,806,8749,7136,3880,759,91,2395,2150,1255,0
Parietal Sup R.2,17,284,70,66,1474,95,5029,1964,1146,1448,310,91,475,145,130,3657,32,63076,8553,3524,65171,44187,7783,5225,372,21533,7056,5824,38450,32646,3604,1701,2811,336,524,3127,6527,1251,429,12066,7233,4771,4579,187,1190,493,31,2,2990,2937,410,832,29,3334,1378,173,90,187,1260,1396,414,232,4,570,162,168,0
Occipital Sup R.3,26,447,154,171,1916,166,7150,5721,2945,2734,1406,44,1316,386,642,3284,44,78929,27097,8648,67234,143456,14044,6429,1057,43356,6791,23297,38929,80714,29940,3304,1166,300,377,10393,9201,1630,1445,26617,15986,20362,11972,2540,1156,380,0,2,13048,8037,4523,2221,83,9273,2793,1066,27,145,5790,5986,1473,167,40,3239,973,1706,0
Occipital Sup R.8,25,365,168,132,1461,415,5888,4747,1715,2695,1033,103,556,553,299,2686,469,62000,17881,16613,68149,102943,7882,8344,2123,27639,11710,20410,40503,67114,14444,1907,2862,814,580,4569,6053,3800,2614,16401,7554,16554,10802,1052,1491,721,10,9,6116,6880,1522,616,394,4494,3007,1300,62,294,1488,2200,1878,359,79,654,849,370,0
Precuneus L.3,14,237,56,35,987,68,3968,1850,1992,647,206,29,263,56,34,1179,28,42952,7418,3049,39139,41290,7441,1510,207,31040,2018,3646,23607,25708,3407,1872,918,164,255,7729,2441,207,211,18798,3449,3066,3730,180,704,86,4,0,12415,605,168,413,11,2829,362,57,54,27,1617,378,92,56,4,163,29,14,0
