id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Frontal Sup L.10,17,154,82,54,518,142,1940,1447,423,577,331,56,164,142,65,985,89,25222,4834,3477,26228,25047,2191,1316,520,6379,1147,3327,11780,10805,3004,512,1065,322,184,787,1085,411,521,2232,1211,2862,1277,234,461,257,13,8,693,636,286,127,71,631,572,262,44,97,251,270,234,85,6,104,119,38,0
Cingulum Ant L.6,16,98,60,60,185,62,736,755,243,489,257,8,105,140,101,111,19,4546,1489,1104,8304,7502,604,666,194,1737,728,2079,2188,6040,1636,133,72,32,17,476,474,366,311,508,536,2013,983,165,78,42,0,0,499,784,320,50,31,429,360,221,1,12,81,284,269,22,20,82,178,92,0
Cingulum Ant R.4,9,80,14,22,249,6,551,263,224,177,37,16,84,6,35,345,0,4174,981,182,5140,2464,1190,194,15,1636,380,237,1261,2377,377,96,319,15,5,639,384,9,6,465,544,261,273,0,108,46,1,0,448,215,55,75,0,195,26,0,21,20,76,170,15,13,0,75,0,35,0
Frontal Sup Medial L.4,14,95,38,53,166,28,861,586,216,421,128,12,102,116,92,101,4,4884,1194,728,9077,7258,452,485,81,2146,862,861,2731,5438,1122,111,170,28,13,365,305,243,78,873,754,1702,692,54,94,53,1,0,336,711,131,59,52,268,306,126,3,29,91,270,229,23,5,79,156,85,0
Frontal Sup R.10,9,106,11,25,354,0,1388,273,335,335,21,13,107,35,28,561,0,17922,1130,0,17244,5552,1519,706,0,5332,1187,248,7993,5027,327,323,178,0,90,701,707,138,0,1771,856,679,811,2,217,24,2,0,616,341,12,82,0,524,206,24,11,25,151,149,34,33,6,73,35,13,0
Frontal Sup Medial L.1,14,80,36,55,106,30,618,478,167,386,105,8,80,132,97,42,8,3239,668,568,5497,4947,240,371,63,1127,487,695,1926,4189,807,53,95,37,6,172,214,170,106,431,492,1647,583,33,83,19,0,0,230,744,74,41,66,256,267,103,1,19,83,215,257,17,10,52,194,87,0
Frontal Sup Medial L.2,14,84,37,54,109,30,592,507,178,385,115,9,91,124,95,46,8,3129,667,565,5308,4997,229,370,67,1155,515,750,1766,4026,905,56,101,40,12,171,255,161,101,428,484,1671,586,48,81,22,0,0,234,716,95,38,63,266,266,101,1,20,113,239,250,23,5,61,176,87,0
Precuneus L.9,22,207,133,98,505,295,3062,2603,588,1166,758,31,258,259,228,354,207,28931,6440,8761,49435,48224,1809,1874,1669,10558,2725,8652,18045,27074,7820,509,721,190,323,899,1585,824,1360,3699,2681,6261,2574,715,479,220,3,2,972,3124,1345,153,79,1257,891,363,10,93,367,887,723,78,23,233,530,301,0
Frontal Sup Medial R.4,15,98,49,56,166,51,895,722,229,412,174,16,103,136,94,95,19,5073,1377,1190,9641,8771,483,474,140,2328,755,1150,2846,5808,1493,110,213,67,38,377,275,232,193,868,760,1887,669,71,118,63,5,1,357,675,178,57,63,267,355,169,6,28,102,243,266,35,8,76,174,84,0
Frontal Mid R.16,16,230,68,52,1117,85,3101,1700,860,1156,291,51,246,115,69,2911,40,46177,7046,2636,44963,30120,5697,4743,281,15810,6017,5573,17814,23192,3244,924,1013,235,338,2732,3539,1142,341,4181,2276,3530,3793,249,744,272,7,2,1803,1881,306,351,42,1626,800,207,40,94,487,627,211,65,4,150,88,51,0
Frontal Sup Medial R.1,16,84,57,63,106,57,563,670,167,398,230,4,92,167,106,36,17,2802,868,1014,5649,6205,240,385,168,982,395,1427,1652,4253,1477,54,49,24,18,180,260,204,268,386,415,2047,611,142,54,15,0,0,190,703,236,27,69,204,328,240,0,9,139,228,362,8,16,61,214,88,0
Parietal Inf R.1,35,548,365,230,2998,1647,8216,10638,2702,5334,2875,288,1042,1354,669,7795,3772,123127,54386,67345,114148,219553,21192,22537,12432,52063,27392,62024,58692,129015,37273,2541,9150,3797,2672,10955,15527,10308,10787,20323,11443,46437,21780,3635,5080,3302,61,40,10561,18121,5453,1731,1965,8427,8449,4197,250,1094,3096,5837,6269,742,180,1385,2497,1173,0
SupraMarginal L.1,29,416,184,222,1598,377,4680,4686,1694,3490,1483,200,1536,871,923,2405,283,49360,15414,13277,69221,80782,7998,8888,2432,22455,11984,21594,19104,58826,16499,622,4414,1074,629,4300,12654,4117,3371,6179,11546,25258,9831,1450,2257,1523,54,10,3731,12940,4301,2270,435,7535,6483,2099,317,861,4932,7196,4051,1466,139,4817,2557,2633,0
Temporal Sup L.1,41,305,341,479,539,838,4776,5441,738,4907,3840,76,850,3105,2877,274,636,37696,9808,19964,68950,108233,1475,6680,7201,14391,10927,39102,30262,90072,33059,629,1410,796,210,1020,3803,10191,11523,5300,10247,47988,9161,6771,1072,870,4,11,1024,33467,13229,344,3375,3698,7532,9682,32,456,1004,8542,22337,628,559,2190,15034,10923,0
Frontal Inf Tri L.3,12,182,41,25,678,65,2585,1227,960,495,81,33,107,53,21,1015,54,29129,4297,2713,36701,25035,3733,1297,108,16072,1966,1483,11565,13202,1301,703,1074,163,104,2739,1053,324,98,5360,1130,1641,1984,28,536,61,2,6,3486,463,37,82,55,1021,286,12,20,37,363,155,70,34,0,33,25,8,0
Temporal Sup L.3,35,358,207,388,1127,412,4075,4260,872,5076,1775,135,1283,2045,2313,1633,294,37500,12701,12044,60804,71663,3582,10618,2643,12816,15642,21891,19750,72643,18353,493,2767,777,294,1532,10792,7694,4718,4603,9582,38494,9571,1770,1153,1404,33,15,1264,32022,5062,1015,2004,4243,9644,3591,63,817,1592,11194,12630,1122,293,4056,10548,8807,0
Temporal Mid L.4,29,374,122,284,1289,112,4811,2980,1159,4180,947,148,1508,1064,1531,1586,27,49121,9286,3802,65745,55398,4849,8841,455,17047,15250,13266,23757,65538,12358,661,3443,334,263,2130,12215,5096,1524,5697,14886,21656,9141,714,1615,1000,29,21,2077,21864,2952,1886,370,6257,6879,1985,100,786,2973,10042,4982,1390,170,5307,5208,5364,0
SupraMarginal L.3,22,432,116,115,2028,168,6588,4341,2892,2431,740,124,1026,336,296,3724,59,89720,20584,7888,88625,111451,16230,7301,883,50207,10730,14723,40258,64434,14215,1691,3068,648,833,10463,10427,2049,1123,19266,8437,15125,11335,815,2294,769,2,2,13225,5547,1393,1187,67,8410,3593,718,203,275,4704,3089,1173,581,12,1789,615,457,0
Frontal Inf Orb L.6,32,439,296,200,1573,1044,5255,6957,1972,3250,2448,254,1447,852,616,2462,1438,53029,21383,32836,66407,117502,8036,7510,8748,25019,12700,35173,25500,69648,23441,688,5705,2414,866,4953,12106,4498,6268,9447,10908,30498,9448,3632,2936,2026,30,57,5397,9467,5926,1957,760,8524,7043,2581,256,1026,5529,5428,3492,1238,157,3710,1693,1265,0
Temporal Mid L.7,34,384,214,347,1286,437,5021,4699,1061,5085,1982,137,1307,1573,1992,1653,330,50803,15167,13294,64710,91897,4762,11595,3136,15117,17653,27041,30264,80769,21669,732,2926,948,361,1628,11024,7739,5175,6764,10822,33475,11305,1586,1338,1682,15,10,1865,30181,7800,1264,780,4910,8486,3460,75,656,2429,11616,8156,825,429,3989,8150,7374,0
Temporal Mid L.9,28,389,114,264,1611,97,4742,2838,1144,3953,873,160,1696,927,1379,2651,22,52180,9747,3195,66267,54084,6341,9569,479,15828,14137,11080,22006,56464,10716,665,4184,258,313,2260,15254,4271,1143,5764,15914,20524,8266,601,1544,983,43,59,1852,19077,2809,3070,236,6008,7187,1702,64,914,3500,10677,4346,1229,206,5833,4202,4729,0
Temporal Mid L.10,31,487,181,284,2415,344,6348,6411,2477,4625,1527,155,1632,1163,1461,5276,224,87342,35395,18536,78836,148681,18265,13174,2266,32401,17033,25147,38934,103138,34762,1658,3528,783,507,9975,15321,5275,3634,15282,11818,33547,13670,1152,1746,1233,38,12,12528,22244,5267,2936,570,7474,7995,2386,134,837,3706,10025,5775,1244,203,5541,5043,4945,0
Occipital Mid L.10,27,355,207,144,1117,500,5711,5659,1851,2067,1598,84,668,479,348,1179,244,54044,17622,20455,84647,121989,6044,4011,3919,28456,6152,22087,39142,68943,23601,1644,1969,660,640,4826,4961,1707,3020,15364,7280,17536,6769,2608,1352,766,1,0,7122,5200,3165,611,166,4449,2554,1368,28,304,2245,1904,1811,171,49,867,712,488,0
Temporal Sup L.6,37,335,255,411,714,486,4725,4802,908,4908,2570,77,1098,2327,2387,539,283,38223,10930,13930,69248,91088,2329,7388,3529,14909,13968,29668,27080,84355,26433,671,1501,497,282,1310,5865,9818,6487,5723,11067,39399,10049,3679,1119,958,3,1,1431,30467,8260,412,1847,4887,8520,6169,35,386,1583,9966,15514,734,436,3518,10990,8851,0
Temporal Mid L.13,32,599,269,227,2967,664,8110,10392,3795,4211,2669,151,1832,740,887,5785,512,105831,53115,37782,97571,239618,23514,12173,5958,47016,16337,48808,52198,129006,54659,2639,3857,1919,1467,14630,17282,3469,4903,24203,13832,42794,17763,5349,3569,1125,31,4,20322,13929,8713,3344,389,12326,6469,2281,245,412,6717,7863,3582,878,51,4948,1730,2492,0
Temporal Sup L.7,37,312,233,433,727,491,4247,4130,780,5174,2114,81,883,2454,2711,763,354,34551,9920,13001,59924,73982,2276,9116,3400,12551,14107,24295,24150,83586,18920,599,1512,558,229,1329,5328,9072,5874,4926,8757,40863,10327,2360,1010,975,4,5,1124,37031,6266,422,2604,3688,7898,4561,22,586,1096,9830,15968,492,424,2141,13498,10736,0
Angular L.3,19,274,99,72,1011,149,3950,2949,1266,1215,552,41,343,132,136,1664,63,42687,11106,6187,57703,61445,5311,2711,725,20560,4840,9438,17843,31402,8998,986,1022,340,433,3061,3143,645,663,8446,3568,5573,3751,663,890,202,17,1,4080,2215,886,259,19,2452,931,224,45,48,874,844,298,77,0,312,174,161,0
Frontal Inf Tri L.7,17,244,89,47,940,213,3301,2321,1328,919,278,68,264,140,49,1592,262,36023,7731,7574,44168,42870,6034,2739,642,19871,3560,4870,14676,24428,3339,784,1583,485,302,3597,2958,979,504,7958,2508,4173,3860,128,906,238,39,5,4828,1053,176,320,146,2236,1072,160,156,123,1118,444,240,109,9,170,91,22,0
Temporal Sup R.1,27,414,162,189,1505,367,5427,4523,1844,3213,1201,166,1348,547,810,1684,318,60542,15222,13949,71709,89191,7907,7738,2540,26472,12863,19137,27443,63734,15423,910,3768,1068,737,4615,10419,2696,2108,8445,11216,19081,9859,833,2231,1146,12,31,4468,12739,4003,1708,348,7769,4142,896,244,663,4831,7012,2395,824,35,3951,1627,2447,0
Temporal Sup R.2,42,306,365,496,593,1077,4530,5863,765,5035,3985,76,748,3399,3019,413,1221,35758,11875,26050,64797,110241,1851,7490,9521,13925,10651,40616,28141,90898,34958,621,1241,903,257,1211,3725,10543,13875,5279,8148,52794,9732,5871,986,1058,8,15,1120,35291,13351,313,4202,3357,7671,10169,40,431,883,7810,24748,438,723,1613,16677,11572,0
Frontal Inf Tri R.2,14,199,52,39,861,63,2657,1343,1035,746,170,49,200,95,36,1297,21,30756,5085,2304,32284,23366,5789,2654,183,14731,2473,2686,12026,16275,2057,720,1204,147,361,2887,2097,722,206,6517,2048,2599,3038,86,883,213,10,4,3961,754,103,328,37,1580,698,149,81,90,752,308,141,82,11,94,52,12,0
SupraMarginal R.4,27,472,191,160,2101,446,6294,6160,2466,3012,1415,258,1292,607,457,3880,334,81581,26918,19044,86337,137251,13002,8344,2941,40563,13104,25442,36284,71334,22882,1550,5783,1788,984,6886,12334,3398,3236,15855,9314,22781,11124,1828,3091,1700,25,25,8711,7606,2912,1532,250,7773,5805,1575,532,864,5147,4065,2408,1298,41,2755,1226,799,0
Temporal Mid R.8,26,423,104,221,1675,123,5986,3532,2148,3875,715,159,1425,697,1065,2402,37,70254,14034,6278,71165,88491,9708,9601,575,32495,15892,11824,35246,77138,15303,1307,3622,437,446,6336,12733,3791,1288,14887,10763,18213,11173,344,2124,908,29,22,7632,18393,2193,1459,243,8384,5186,945,278,719,4645,8159,2874,1359,90,4403,3008,3353,0
Temporal Mid R.10,26,401,87,238,1814,70,4926,2380,1347,4003,571,165,1656,736,1223,3537,13,59461,8947,2457,63543,50890,7828,10274,232,19127,16561,8476,26809,60059,7514,869,4204,380,376,3108,17096,3757,869,6737,11921,17281,9806,290,1683,940,50,20,2362,20040,1729,2907,225,6739,5981,856,146,680,3902,9456,2872,1534,152,5711,3660,4052,0
Temporal Sup R.9,34,369,217,344,1074,500,4740,4561,1097,4706,1904,126,1329,1636,1944,1203,487,42990,11808,15191,63533,81309,4068,9578,3410,16693,14866,24482,25163,80403,19972,671,2513,750,482,1904,9692,7369,5493,5831,11089,31982,10573,1306,1382,1343,12,9,1793,27723,6915,1406,1239,5644,8808,3285,69,723,2184,10258,8679,860,361,4634,8067,7134,0
Angular R.5,16,220,51,69,707,34,2969,1585,1018,1057,231,24,305,150,145,789,0,29182,5355,1572,46859,31951,3459,1912,93,16561,3871,3236,13782,23920,4401,712,510,67,217,2630,2342,629,242,5697,2795,4401,2929,155,486,128,1,0,3475,2257,321,307,14,1579,916,192,5,45,779,860,366,78,12,297,251,174,0
Rolandic Oper L.1,27,334,166,185,930,324,4090,3876,1616,2910,1197,30,919,784,620,1027,221,34376,10447,10500,63701,63944,4524,5778,1880,20543,9447,17213,21898,56406,12751,579,579,242,397,4225,5963,3696,2755,7249,7866,20101,10027,1132,785,294,2,0,5605,10032,2624,824,377,5887,5443,1926,27,72,3792,4491,3206,132,158,1968,2017,1254,0
Postcentral L.4,21,357,93,117,1602,97,5878,3400,3029,2332,554,66,638,368,311,3137,39,69373,15634,4923,78365,82386,15920,7230,411,47267,6811,11233,35491,70684,11209,2832,2196,295,523,14281,6209,1478,617,23929,7521,13456,16132,579,1482,477,7,3,19537,6261,954,791,151,5549,2578,702,75,174,2877,2448,1334,221,17,858,707,474,0
Rolandic Oper L.3,29,356,138,268,1145,176,3769,2865,1211,3999,1115,90,1462,968,1395,1286,57,35789,7937,4691,59465,43395,4503,8634,973,16638,14232,13781,12339,51445,9407,627,1768,421,336,2747,10445,4979,1988,4084,11621,20057,10023,866,1156,920,21,4,2017,20137,3625,1953,414,6116,7137,1895,105,345,4077,10934,4939,587,78,4554,3979,4937,0
Postcentral L.7,23,386,122,131,1679,171,6635,4192,2602,2568,791,87,779,467,342,3500,37,82809,18535,8484,90119,106611,14102,7889,917,49343,9943,14727,46511,73477,14054,1922,2684,423,441,9384,6935,2239,1276,21746,9623,17389,13233,855,1420,704,14,5,13086,6409,1356,896,162,6285,3462,1104,44,241,3221,2997,1738,295,42,1111,863,505,0
Postcentral L.9,29,387,158,248,1472,138,4624,3977,1480,3711,1505,58,1516,842,1169,2154,24,48315,13882,4392,75228,75052,7079,9101,827,21883,11533,19275,24273,58173,17527,860,1276,243,402,3946,11449,3344,1641,5453,11852,25993,9986,2557,1102,717,1,0,3045,16621,4964,2982,197,6648,5809,1968,37,200,4719,9769,5138,304,35,4461,2654,3746,0
SupraMarginal L.2,26,372,100,225,1433,48,4155,2695,1521,3575,747,70,1445,762,1043,1994,4,44838,9570,1493,66308,49295,6870,8982,180,20845,12604,9451,19519,51772,9488,743,1588,172,211,4520,11059,3185,539,4912,10633,19892,9905,908,946,622,4,0,3339,15911,1854,2555,189,6521,6221,1262,83,352,4993,8592,4025,395,70,4250,2783,3136,0
Heschl R.1,24,380,100,176,1871,106,4052,2460,1437,2914,774,53,1630,334,810,3456,42,53584,10027,3361,53127,36924,10038,7304,558,18753,11213,11886,15394,42074,6444,898,1344,174,229,3468,16220,1885,883,5245,12222,11740,7504,608,915,325,6,0,2750,11662,2863,4274,59,7303,3384,498,52,181,4753,8177,1355,381,19,5535,1086,2655,0
Rolandic Oper R.1,21,335,77,133,1459,53,3647,2161,1713,2387,462,60,1016,380,435,2487,0,40994,8432,2045,51686,35301,8622,6571,229,20643,8965,7133,16108,38559,5278,850,1631,77,248,5411,9932,1795,390,6457,7156,11211,7726,382,699,441,7,5,5862,7748,925,1473,106,6804,3546,663,18,193,3960,3854,1449,299,30,2421,894,917,0
Temporal Sup R.5,24,354,64,212,1389,51,3749,1466,1359,3730,417,45,1428,421,1135,2030,12,41852,4571,1502,53905,23096,6442,9045,213,17950,16041,6254,13432,45181,3113,751,1023,115,227,3376,13120,2848,478,4727,10370,9647,10607,67,952,401,13,2,2578,18733,1588,2250,119,6693,3501,351,33,137,4331,10954,1641,282,21,4453,1969,4167,0
SupraMarginal R.3,30,444,224,211,1939,548,6327,7100,2885,3542,1809,62,1055,1010,693,4327,477,80228,34120,25438,86999,156188,16316,10068,3758,50281,9914,30842,38941,98346,32464,1962,1711,609,490,11148,8252,4162,4689,20209,9228,32469,16179,2371,1302,630,2,1,13745,11156,3968,1271,683,7629,6125,2973,44,186,4764,4989,4615,226,172,2060,2334,1365,0
Postcentral R.8,36,393,329,301,1368,943,4909,6848,1444,3749,3483,86,1493,1391,1323,1873,818,47072,22138,27101,82905,120630,6462,8645,9428,20695,7583,39673,29204,70371,33802,975,1824,911,485,3855,9966,4121,8143,5954,13082,41221,9966,6492,1050,1001,4,3,2948,15905,11706,2911,848,6206,6874,5073,74,403,4654,9343,8565,394,134,4372,3702,3996,0
Temporal Sup R.6,37,383,295,371,1051,687,4983,6026,1147,4672,3100,135,1410,2064,1919,1001,524,49891,16272,19726,72671,113898,3679,8224,5682,18747,13146,36922,32194,81591,32663,908,2457,1205,372,2171,9234,8292,8307,6053,10682,42353,10600,4966,1237,1471,17,14,1816,24298,10265,1188,1591,5530,9847,6752,135,576,3168,10152,13259,1141,277,4550,7983,6439,0
Temporal Mid R.5,33,646,261,267,3498,583,8093,11421,4882,4709,2720,186,2085,902,1251,7209,429,111949,67798,34006,92911,250762,33374,12969,4721,58898,19170,50289,42540,161303,75531,2669,4790,2241,1111,21884,20981,4934,5937,26182,15611,45301,17967,5270,4003,1229,45,18,30864,18892,10254,3467,395,15167,7551,2168,255,563,9044,9817,4106,1340,87,6041,3521,4032,0
Rolandic Oper R.4,34,421,263,298,1508,622,3937,6076,1346,4341,2646,156,1582,1258,1458,1964,498,40811,20674,19732,64680,87894,6440,9908,5279,17423,14177,34668,15528,60701,29155,662,3139,1177,685,3011,12337,5976,6091,4150,10567,34271,10037,4100,1576,1953,30,8,2276,19808,9417,2229,641,6479,8735,3552,162,642,4135,10898,7531,853,46,4755,4317,4904,0
Temporal Mid R.11,32,768,286,210,4706,765,9590,13994,6654,4510,2846,217,2435,593,756,10352,617,148461,86435,50128,108964,327785,49089,16137,7443,74419,19092,60156,51100,182675,75863,3475,6038,3099,1821,31981,27204,3071,4517,32346,16861,55356,22142,6212,5465,1415,93,1,40999,12729,9078,5687,314,21292,6869,1905,711,655,15949,8573,2722,984,31,5814,1180,1941,0
Frontal Inf Orb L.1,13,172,39,39,724,40,2890,869,687,833,118,30,151,73,55,1260,13,34255,3061,1144,37318,18804,3922,2895,97,12208,3689,2210,18102,16087,1001,754,834,95,230,1927,1860,637,133,6122,1818,1824,3510,32,570,122,4,1,2088,1434,114,219,21,1092,448,68,16,52,256,411,114,41,5,76,75,43,0
Frontal Inf Tri L.1,18,242,65,88,1127,73,4515,1673,842,1679,303,33,348,215,225,2731,21,66035,7065,2670,70821,38660,5445,6026,266,21740,6038,5528,30507,36777,3746,1294,1036,108,295,2409,4371,1453,406,7013,5433,5533,4714,133,1022,185,1,0,1663,4659,532,539,73,2464,1168,263,13,102,631,1690,547,107,28,388,434,357,0
Frontal Inf Tri L.2,15,204,56,49,1111,52,2221,1470,1125,954,231,29,187,110,62,2577,11,29259,7837,1938,26521,22218,8695,3647,165,14036,3778,4139,8477,17324,2829,757,783,97,290,4355,2786,712,217,5588,1312,3420,4327,181,583,176,6,0,4530,1342,226,335,33,1640,638,203,35,41,679,442,200,45,8,78,83,38,0
Frontal Inf Tri L.5,10,103,25,20,405,16,1518,471,322,288,64,14,70,24,16,683,0,16260,1819,396,18767,8638,2004,867,40,5685,696,886,8027,5753,530,390,307,30,103,897,642,77,28,2334,833,567,770,31,164,49,2,0,743,282,37,66,4,389,130,18,2,11,73,86,41,14,0,28,5,6,0
Frontal Inf Tri L.6,18,207,86,67,763,177,3655,1747,662,1036,346,74,294,153,140,1286,179,45684,5646,4774,63197,36790,3323,3014,646,16268,2682,5102,20990,24086,2863,1062,1873,430,305,1813,2685,624,577,4691,4501,4190,2505,117,927,259,2,12,1189,2402,529,345,70,1929,692,135,37,167,507,879,419,174,3,364,194,191,0
Insula L.2,10,166,28,17,515,30,1977,771,1209,301,56,23,188,22,12,500,13,19025,2197,1064,22832,11881,3050,533,52,17546,1062,866,6850,8764,515,377,504,78,256,4209,1236,93,51,5538,1526,1014,1180,12,375,51,0,3,5717,182,27,182,3,1773,296,14,19,13,1226,125,29,24,0,133,4,5,0
Temporal Mid L.1,12,266,41,25,1497,45,4204,1644,2051,656,117,87,226,41,17,2978,11,65767,8548,2532,54614,37541,12224,2500,125,35961,3268,2674,25340,22334,2153,1196,2667,254,785,8826,3127,287,102,11559,2410,2096,3606,63,1905,286,7,9,10247,475,61,289,9,2687,514,57,171,119,1113,202,50,92,0,92,13,4,0
Temporal Mid L.8,28,529,208,170,2420,544,6730,7320,3444,3635,1535,207,1457,706,491,4541,542,78308,31998,26717,74553,149614,16476,11003,3679,50449,17848,28615,28961,93220,25269,1809,5267,1563,946,12086,13845,4068,3674,19133,13736,30575,16462,1764,3071,1939,38,17,14124,10076,3249,2494,400,10318,7945,2084,330,696,7968,5360,2698,725,91,2857,1424,870,0
Temporal Mid R.9,17,380,63,73,1968,57,6040,2372,2828,1948,292,118,762,190,141,3604,12,86766,10066,2822,72108,57255,14717,6815,205,48580,11455,6706,35703,44489,4753,1730,3604,276,820,10590,9744,1741,300,17475,7773,7051,10191,187,2706,709,19,2,12655,3464,388,1289,40,7601,2740,345,219,227,4427,2071,476,392,25,1001,249,153,0
Parietal Inf L.2,10,253,25,20,1879,19,4746,1109,1928,704,57,40,192,29,15,5987,3,87663,7106,1118,62411,29951,19015,3905,38,43999,5766,1815,28156,21265,1005,2010,1704,90,418,9306,3215,320,44,16649,2664,1539,4487,13,899,116,11,2,9741,525,32,704,1,2001,467,29,50,36,1039,245,29,48,2,65,16,3,0
Postcentral L.12,19,543,59,112,4321,63,9060,2702,5245,3658,267,113,1594,280,359,13784,22,169357,16909,3544,104562,64216,50334,19516,207,86378,21581,7433,51789,82124,4357,4652,3952,362,866,26228,29177,2755,323,40121,19132,12442,23467,141,3604,488,27,1,32244,11178,453,4659,183,18697,4704,163,385,398,12257,6505,963,564,7,3438,664,750,0
Parietal Inf L.8,29,739,193,213,5385,387,11473,8287,6532,6175,1606,299,2816,838,823,14976,263,211794,52895,21185,117121,186141,58074,27385,2642,90255,35830,38764,65920,160275,28536,5395,10490,1807,3060,28745,46424,7933,3039,45929,28714,45017,36364,2373,7853,2462,99,30,37845,23927,4336,8335,687,30586,12329,1831,850,1356,20200,12686,4232,1593,72,8315,2137,2139,0
Postcentral R.4,30,469,242,193,2080,609,8490,7810,3811,3769,2025,130,881,899,527,4076,504,106133,34863,28073,97209,193304,19569,12900,4340,66548,11804,40306,55126,127599,34866,3402,3558,1359,1593,15109,8546,4658,5241,36140,11808,32120,26286,3330,3354,1250,20,12,23949,10357,4076,959,506,9444,5241,3089,193,354,4363,3693,3787,470,127,1152,1627,778,0
SupraMarginal R.6,37,830,354,312,5041,1350,12785,13790,6288,8634,3411,362,3366,1518,1491,13182,2249,198033,71769,69688,128504,314583,44527,35006,12340,82275,47838,86200,73269,225549,54617,5645,12480,4207,3053,20761,52141,12641,10210,49601,37243,79014,46187,5030,8503,3661,75,23,34146,42038,11757,6823,2014,35954,18773,3136,629,1629,19946,20752,9211,2304,187,11633,4959,4952,0
Frontal Inf Orb R.1,11,146,24,31,641,7,2448,523,576,635,75,15,136,45,38,1180,0,29859,1826,212,31239,11758,3647,2221,9,9996,2409,1181,14458,11917,717,769,374,15,54,1735,1719,536,35,5031,1759,992,2829,38,271,56,3,0,1746,892,64,210,3,840,299,50,5,20,209,302,68,33,1,85,38,24,0
Frontal Inf Tri R.5,12,241,38,28,1507,45,2620,1294,1592,639,91,89,270,63,21,3879,20,38119,6788,1901,33942,21290,12253,2604,93,18886,2666,1643,9611,14917,1364,771,2280,295,305,6970,3954,432,106,5893,1633,2287,2709,30,1382,230,41,6,6719,457,31,676,33,2142,743,61,259,128,1568,261,86,143,4,139,26,5,0
Frontal Inf Oper L.2,22,248,137,94,801,312,3211,2728,1117,1518,743,72,409,318,167,957,274,32082,8018,8483,46364,45073,4777,3500,1573,14875,5127,10838,17598,31135,6099,460,1431,498,333,2816,3815,1825,1496,6553,3674,8119,5688,725,1024,429,9,10,3989,3037,942,291,190,3014,1961,699,66,133,1245,1124,855,264,24,476,386,151,0
Insula R.1,11,184,37,18,1081,44,1815,1055,1239,361,88,41,171,25,8,2732,13,25672,5514,1642,20677,14562,9239,1572,112,14425,1322,1469,5753,10132,991,540,1078,120,187,5654,2054,164,74,4994,1146,1277,1486,38,600,118,0,2,5574,168,31,420,2,1271,328,32,37,55,1127,80,23,30,1,78,3,1,0
Frontal Inf Orb R.2,18,173,96,57,932,179,1730,1836,1011,777,435,23,141,129,73,2389,124,23005,10296,5485,20864,22496,7887,2769,776,12556,2551,5305,6030,18608,3754,635,515,157,227,4456,2031,600,586,4530,848,3453,3702,417,297,134,2,2,4268,1094,464,162,51,1210,545,240,7,39,529,349,261,21,4,54,89,48,0
Rolandic Oper R.3,24,256,173,103,852,482,3091,3201,1232,1667,1002,65,445,356,184,874,530,32132,9978,11808,41878,47586,4967,3831,2796,16004,6062,14454,16997,34603,7505,489,1204,558,434,3399,4311,2319,2211,6670,3310,9433,7054,1052,936,490,1,5,4572,3334,1347,373,199,3495,2142,904,29,143,1525,1429,971,157,29,559,401,186,0
Insula R.4,16,229,80,40,1087,148,2548,1926,1350,673,301,67,351,74,37,2157,93,30653,8375,4453,31176,27462,8314,1981,581,16669,2635,4455,10469,17754,2964,485,1536,394,182,4555,3986,419,371,7101,2771,3458,2591,236,791,255,8,0,5019,712,237,509,19,2513,728,130,126,76,1903,336,94,156,1,345,41,17,0
Insula R.6,19,185,112,59,686,262,2203,2077,923,861,474,33,163,170,63,1138,256,22351,7246,7001,29009,31297,4552,2430,1098,12070,2588,6532,9646,19535,3999,535,867,248,278,3537,1807,795,889,4223,1410,4015,3761,355,435,202,4,0,3722,1141,381,164,83,1293,660,379,22,47,507,352,289,45,14,82,95,37,0
Occipital Mid L.4,62,727,887,1004,2955,5112,8433,25505,4567,10256,14677,655,3638,8530,9501,4705,13861,101235,125058,244631,96206,478699,27879,18007,76648,62712,25429,148993,41143,344766,295627,2720,11078,9528,1971,24783,22852,24669,80565,25744,19165,176973,30656,24425,5023,9992,33,272,29072,89888,97303,3012,12303,11962,36945,36810,449,5943,6423,33902,88288,8760,1824,22609,64152,61666,0
Temporal Mid L.5,32,973,240,256,6464,704,11639,13959,9307,6568,2066,393,4425,956,1234,13436,851,198290,88726,58370,116172,379263,68898,23677,5600,111406,47192,48235,56343,213605,62908,5163,14124,2928,3016,41992,49439,7840,5059,47522,24198,64509,36761,1890,9077,3212,42,41,55228,21315,7316,13477,753,35646,18754,1874,834,1655,34156,19396,5340,2655,36,17475,2917,4324,0
